CustomerKey,Segment,Region,SignupDate
CUS01384,Consumer,Central,2022-04-29
CUS01385,Consumer,North,2022-10-30
CUS01386,Small Business,South,2022-05-14
CUS01387,Consumer,North,2021-10-04
CUS01388,Consumer,Central,2023-03-28
CUS01389,Small Business,East,2024-02-13
CUS01390,Small Business,Central,2022-08-18
CUS01391,Corporate,West,2023-09-01
CUS01392,Small Business,East,2022-05-11
CUS01393,Small Business,East,2024-07-08
CUS01394,Consumer,South,2024-03-29
CUS01395,Consumer,East,2025-10-19
CUS01396,Consumer,West,2021-04-07
CUS01397,Consumer,Central,2025-04-06
CUS01398,Corporate,East,2022-09-14
CUS01399,Consumer,Central,2021-05-01
CUS01400,Consumer,Central,2024-06-12
CUS01401,Consumer,East,2021-11-10
CUS01402,Consumer,East,2021-11-17
CUS01403,Consumer,North,2025-11-23
CUS01404,Consumer,South,2022-02-08
CUS01405,Corporate,Central,2023-09-26
CUS01406,Consumer,North,2022-01-02
CUS01407,Small Business,South,2021-08-15
CUS01408,Consumer,West,2021-01-02
CUS01409,Consumer,South,2021-01-30
CUS01410,Consumer,Central,2023-05-15
CUS01411,Small Business,West,2023-03-04
CUS01412,Consumer,North,2021-03-13
CUS01413,Small Business,South,2022-10-01
CUS01414,Consumer,West,2022-05-14
CUS01415,Consumer,Central,2023-11-09
CUS01416,Small Business,Central,2025-12-21
CUS01417,Consumer,Central,2024-06-16
CUS01418,Consumer,North,2025-08-04
CUS01419,Corporate,West,2021-12-17
CUS01420,Consumer,North,2022-01-28
CUS01421,Consumer,North,2024-10-02
CUS01422,Consumer,West,2022-07-20
CUS01423,Consumer,East,2025-03-30
CUS01424,Small Business,West,2023-04-27
CUS01425,Small Business,Central,2022-01-02
CUS01426,Consumer,North,2025-03-22
CUS01427,Small Business,East,2023-10-02
CUS01428,Consumer,Central,2025-01-04
CUS01429,Consumer,East,2023-04-06
CUS01430,Consumer,East,2021-08-19
CUS01431,Corporate,East,2024-05-27
CUS01432,Consumer,Central,2021-08-16
CUS01433,Consumer,North,2024-04-25
CUS01434,Consumer,Central,2023-01-31
CUS01435,Small Business,Central,2024-12-15
CUS01436,Consumer,Central,2025-05-07
CUS01437,Consumer,East,2023-01-14
CUS01438,Small Business,East,2025-05-29
CUS01439,Consumer,South,2021-07-22
CUS01440,Consumer,South,2021-07-15
CUS01441,Consumer,Central,2025-12-19
CUS01442,Consumer,East,2023-11-15
CUS01443,Consumer,West,2023-04-03
CUS01444,Small Business,North,2021-10-12
CUS01445,Consumer,West,2022-06-12
CUS01446,Consumer,West,2024-06-06
CUS01447,Corporate,Central,2025-02-08
CUS01448,Consumer,North,2025-07-31
CUS01449,Consumer,East,2023-01-15
CUS01450,Corporate,East,2023-04-10
CUS01451,Consumer,East,2021-10-26
CUS01452,Small Business,North,2021-06-01
CUS01453,Small Business,East,2023-03-11
CUS01454,Consumer,South,2023-11-24
CUS01455,Consumer,West,2021-07-10
CUS01456,Consumer,South,2023-01-16
CUS01457,Consumer,East,2024-03-16
CUS01458,Consumer,West,2025-01-19
CUS01459,Consumer,North,2025-09-09
CUS01460,Small Business,West,2022-09-14
CUS01461,Small Business,West,2022-12-16
CUS01462,Small Business,North,2025-05-16
CUS01463,Consumer,North,2024-06-19
CUS01464,Consumer,Central,2022-05-15
CUS01465,Consumer,South,2024-06-04
CUS01466,Consumer,Central,2021-10-15
CUS01467,Corporate,East,2023-03-31
CUS01468,Consumer,South,2022-07-14
CUS01469,Consumer,South,2025-12-17
CUS01470,Small Business,West,2021-03-05
CUS01471,Consumer,North,2025-04-13
CUS01472,Consumer,East,2022-05-29
CUS01473,Consumer,South,2021-03-08
CUS01474,Consumer,North,2024-04-19
CUS01475,Small Business,South,2024-05-22
CUS01476,Consumer,East,2021-09-17
CUS01477,Small Business,West,2021-03-11
CUS01478,Small Business,North,2021-07-23
CUS01479,Small Business,Central,2023-01-17
CUS01480,Consumer,Central,2021-08-30
CUS01481,Consumer,West,2024-07-07
CUS01482,Small Business,Central,2021-05-22
CUS01483,Consumer,East,2024-12-10
CUS01484,Consumer,Central,2025-05-16
CUS01485,Small Business,West,2024-08-01
CUS01486,Consumer,East,2025-09-20
CUS01487,Small Business,North,2025-09-11
CUS01488,Corporate,East,2021-03-26
CUS01489,Small Business,Central,2022-09-17
CUS01490,Consumer,Central,2024-10-19
CUS01491,Small Business,East,2022-09-12
CUS01492,Consumer,South,2024-09-07
CUS01493,Small Business,West,2024-11-14
CUS01494,Small Business,North,2025-12-25
CUS01495,Small Business,North,2022-08-26
CUS01496,Consumer,East,2022-09-27
CUS01497,Consumer,Central,2021-02-14
CUS01498,Consumer,South,2022-06-06
CUS01499,Consumer,East,2022-05-27
CUS01500,Consumer,South,2023-04-07
CUS01501,Consumer,East,2023-02-08
CUS01502,Consumer,North,2025-04-13
CUS01503,Small Business,East,2024-11-13
CUS01504,Small Business,East,2024-08-22
CUS01505,Consumer,South,2021-01-10
CUS01506,Small Business,South,2023-05-11
CUS01507,Consumer,West,2024-08-24
CUS01508,Consumer,North,2022-03-23
CUS01509,Consumer,North,2023-02-15
CUS01510,Small Business,North,2024-08-19
CUS01511,Corporate,Central,2024-12-21
CUS01512,Small Business,South,2025-04-09
CUS01513,Small Business,North,2023-02-24
CUS01514,Corporate,Central,2022-12-31
CUS01515,Consumer,North,2022-11-30
CUS01516,Consumer,South,2024-05-05
CUS01517,Consumer,North,2023-02-05
CUS01518,Corporate,West,2023-01-01
CUS01519,Consumer,West,2021-11-04
CUS01520,Consumer,West,2023-05-24
CUS01521,Small Business,South,2022-03-10
CUS01522,Consumer,South,2023-08-16
CUS01523,Small Business,Central,2025-06-10
CUS01524,Consumer,Central,2024-11-16
CUS01525,Corporate,North,2023-05-23
CUS01526,Small Business,West,2025-11-19
CUS01527,Consumer,Central,2025-11-24
CUS01528,Small Business,East,2023-03-22
CUS01529,Consumer,West,2024-10-25
CUS01530,Consumer,North,2022-09-17
CUS01531,Consumer,North,2025-05-23
CUS01532,Small Business,North,2022-11-13
CUS01533,Consumer,North,2022-04-17
CUS01534,Consumer,Central,2021-09-02
CUS01535,Consumer,West,2025-03-18
CUS01536,Consumer,West,2022-06-26
CUS01537,Consumer,South,2025-01-24
CUS01538,Consumer,Central,2021-06-07
CUS01539,Consumer,North,2023-07-04
CUS01540,Small Business,Central,2023-02-20
CUS01541,Consumer,North,2023-03-12
CUS01542,Consumer,North,2021-11-02
CUS01543,Corporate,North,2021-05-15
CUS01544,Consumer,West,2022-09-25
CUS01545,Small Business,South,2023-05-09
CUS01546,Consumer,East,2024-12-19
CUS01547,Small Business,East,2023-04-24
CUS01548,Small Business,West,2022-03-25
CUS01549,Small Business,South,2022-04-25
CUS01550,Consumer,North,2024-01-22
CUS01551,Consumer,South,2023-03-07
CUS01552,Small Business,South,2025-07-03
CUS01553,Consumer,West,2023-03-14
CUS01554,Consumer,West,2023-11-01
CUS01555,Consumer,North,2021-04-27
CUS01556,Corporate,West,2021-12-20
CUS01557,Consumer,North,2025-04-01
CUS01558,Consumer,West,2022-09-22
CUS01559,Small Business,South,2023-02-08
CUS01560,Consumer,South,2023-12-14
CUS01561,Consumer,East,2021-04-16
CUS01562,Consumer,South,2023-07-14
CUS01563,Consumer,West,2022-09-24
CUS01564,Consumer,Central,2021-09-29
CUS01565,Small Business,Central,2023-02-03
CUS01566,Small Business,East,2023-03-27
CUS01567,Consumer,East,2021-12-07
CUS01568,Consumer,East,2023-09-19
CUS01569,Consumer,West,2024-09-23
CUS01570,Corporate,East,2022-05-03
CUS01571,Small Business,East,2025-10-30
CUS01572,Corporate,East,2024-01-23
CUS01573,Consumer,South,2024-11-11
CUS01574,Consumer,East,2021-05-09
CUS01575,Consumer,West,2024-11-01
CUS01576,Consumer,East,2022-09-07
CUS01577,Consumer,Central,2024-07-20
CUS01578,Consumer,Central,2025-01-07
CUS01579,Corporate,East,2022-04-02
CUS01580,Consumer,Central,2022-04-19
CUS01581,Consumer,North,2021-04-19
CUS01582,Small Business,Central,2024-01-10
CUS01583,Consumer,South,2024-11-13
CUS01584,Small Business,East,2023-01-19
CUS01585,Consumer,South,2021-10-21
CUS01586,Small Business,East,2022-08-01
CUS01587,Consumer,South,2023-01-06
CUS01588,Consumer,West,2025-07-30
CUS01589,Consumer,North,2021-08-15
CUS01590,Consumer,Central,2022-09-19
CUS01591,Consumer,Central,2024-03-10
CUS01592,Consumer,East,2022-03-08
CUS01593,Consumer,East,2025-06-03
CUS01594,Small Business,West,2025-07-18
CUS01595,Consumer,North,2022-11-25
CUS01596,Consumer,West,2024-09-23
CUS01597,Consumer,South,2024-10-11
CUS01598,Small Business,West,2024-05-29
CUS01599,Consumer,South,2021-12-07
CUS01600,Consumer,West,2021-04-01
CUS01601,Small Business,West,2022-09-26
CUS01602,Consumer,South,2021-08-28
CUS01603,Small Business,West,2022-06-18
CUS01604,Consumer,East,2024-03-10
CUS01605,Consumer,South,2023-12-11
CUS01606,Consumer,East,2022-01-18
CUS01607,Small Business,Central,2021-02-02
CUS01608,Consumer,North,2022-02-16
CUS01609,Consumer,Central,2023-04-11
CUS01610,Consumer,Central,2024-11-22
CUS01611,Consumer,East,2022-10-29
CUS01612,Consumer,West,2022-06-06
CUS01613,Consumer,South,2023-10-04
CUS01614,Consumer,North,2021-05-11
CUS01615,Consumer,East,2022-02-16
CUS01616,Consumer,Central,2021-03-08
CUS01617,Consumer,South,2023-08-18
CUS01618,Consumer,West,2023-03-20
CUS01619,Consumer,West,2023-11-30
CUS01620,Consumer,West,2024-02-01
CUS01621,Consumer,South,2022-12-23
CUS01622,Consumer,South,2025-05-05
CUS01623,Consumer,East,2025-08-03
CUS01624,Consumer,Central,2021-07-22
CUS01625,Small Business,Central,2025-08-07
CUS01626,Consumer,East,2021-12-25
CUS01627,Small Business,Central,2022-03-30
CUS01628,Consumer,East,2023-08-25
CUS01629,Small Business,South,2021-02-23
CUS01630,Consumer,North,2022-10-27
CUS01631,Consumer,West,2021-12-22
CUS01632,Consumer,West,2023-05-31
CUS01633,Corporate,Central,2025-01-26
CUS01634,Consumer,West,2025-08-14
CUS01635,Consumer,North,2022-01-23
CUS01636,Consumer,East,2023-09-22
CUS01637,Small Business,West,2023-05-16
CUS01638,Consumer,East,2023-01-28
CUS01639,Consumer,East,2024-02-29
CUS01640,Consumer,Central,2025-12-11
CUS01641,Corporate,West,2023-01-10
CUS01642,Consumer,West,2021-04-30
CUS01643,Consumer,East,2025-07-30
CUS01644,Corporate,South,2025-08-29
CUS01645,Consumer,East,2022-08-12
CUS01646,Consumer,Central,2023-07-05
CUS01647,Consumer,West,2025-04-24
CUS01648,Consumer,West,2023-07-09
CUS01649,Consumer,North,2023-05-29
CUS01650,Consumer,Central,2025-08-10
CUS01651,Small Business,South,2025-02-21
CUS01652,Small Business,Central,2023-07-15
CUS01653,Consumer,East,2021-10-22
CUS01654,Consumer,Central,2023-03-12
CUS01655,Consumer,Central,2024-05-19
CUS01656,Corporate,West,2022-05-13
CUS01657,Consumer,Central,2023-09-08
CUS01658,Consumer,West,2024-04-17
CUS01659,Consumer,Central,2021-06-05
CUS01660,Consumer,North,2023-11-06
CUS01661,Consumer,North,2024-09-08
CUS01662,Small Business,East,2022-01-27
CUS01663,Consumer,Central,2023-09-28
CUS01664,Small Business,West,2024-07-18
CUS01665,Consumer,East,2021-03-22
CUS01666,Small Business,East,2024-03-21
CUS01667,Small Business,West,2022-04-20
CUS01668,Corporate,Central,2022-12-27
CUS01669,Consumer,Central,2024-03-28
CUS01670,Consumer,North,2021-01-09
CUS01671,Consumer,East,2021-01-31
CUS01672,Consumer,South,2023-03-27
CUS01673,Consumer,West,2025-09-30
CUS01674,Corporate,East,2021-01-12
CUS01675,Corporate,Central,2024-12-10
CUS01676,Consumer,East,2021-05-17
CUS01677,Consumer,West,2023-06-12
CUS01678,Small Business,North,2023-02-25
CUS01679,Corporate,Central,2023-05-05
CUS01680,Consumer,North,2021-05-30
CUS01681,Consumer,South,2024-10-07
CUS01682,Small Business,Central,2022-05-19
CUS01683,Consumer,Central,2024-11-08
CUS01684,Consumer,East,2024-04-11
CUS01685,Corporate,East,2023-10-04
CUS01686,Corporate,North,2022-07-18
CUS01687,Small Business,Central,2024-04-05
CUS01688,Small Business,North,2025-12-26
CUS01689,Consumer,North,2025-08-12
CUS01690,Consumer,East,2025-07-31
CUS01691,Consumer,North,2022-02-05
CUS01692,Consumer,North,2023-12-05
CUS01693,Consumer,West,2022-12-27
CUS01694,Consumer,West,2025-10-31
CUS01695,Consumer,South,2025-09-30
CUS01696,Small Business,West,2025-05-04
CUS01697,Consumer,West,2021-10-24
CUS01698,Consumer,South,2022-08-05
CUS01699,Consumer,West,2024-07-22
CUS01700,Consumer,East,2024-09-30
CUS01701,Small Business,Central,2022-10-02
CUS01702,Consumer,North,2021-09-07
CUS01703,Consumer,South,2021-09-07
CUS01704,Small Business,South,2024-06-03
CUS01705,Consumer,South,2023-04-09
CUS01706,Consumer,Central,2023-06-16
CUS01707,Consumer,West,2025-01-28
CUS01708,Consumer,East,2021-01-31
CUS01709,Consumer,East,2024-10-09
CUS01710,Consumer,Central,2022-05-16
CUS01711,Consumer,East,2025-08-27
CUS01712,Consumer,South,2025-10-10
CUS01713,Consumer,North,2023-07-06
CUS01714,Consumer,South,2022-07-31
CUS01715,Small Business,West,2022-03-02
CUS01716,Consumer,East,2021-11-28
CUS01717,Consumer,East,2025-12-29
CUS01718,Consumer,East,2021-12-09
CUS01719,Consumer,Central,2023-03-26
CUS01720,Consumer,Central,2023-05-25
CUS01721,Small Business,North,2024-05-24
CUS01722,Small Business,North,2025-03-18
CUS01723,Consumer,South,2023-10-16
CUS01724,Consumer,Central,2024-10-15
CUS01725,Small Business,East,2023-11-01
CUS01726,Consumer,Central,2023-03-09
CUS01727,Consumer,West,2021-10-15
CUS01728,Consumer,East,2022-01-16
CUS01729,Consumer,South,2023-03-01
CUS01730,Small Business,South,2021-03-26
CUS01731,Consumer,North,2022-08-01
CUS01732,Corporate,East,2023-04-25
CUS01733,Consumer,South,2023-05-13
CUS01734,Consumer,South,2025-01-26
CUS01735,Consumer,North,2025-11-01
CUS01736,Consumer,West,2024-08-24
CUS01737,Consumer,Central,2021-05-26
CUS01738,Consumer,East,2023-01-16
CUS01739,Consumer,East,2024-08-25
CUS01740,Consumer,Central,2023-12-22
CUS01741,Consumer,East,2023-04-16
CUS01742,Consumer,West,2023-03-08
CUS01743,Consumer,East,2023-01-11
CUS01744,Consumer,East,2023-11-23
CUS01745,Small Business,East,2021-11-23
CUS01746,Small Business,West,2023-08-03
CUS01747,Consumer,West,2022-01-11
CUS01748,Consumer,East,2024-05-27
CUS01749,Consumer,North,2025-04-28
CUS01750,Consumer,Central,2023-07-16
CUS01751,Consumer,Central,2022-12-09
CUS01752,Consumer,North,2025-09-13
CUS01753,Consumer,South,2024-04-18
CUS01754,Consumer,Central,2023-02-21
CUS01755,Consumer,South,2021-02-22
CUS01756,Consumer,Central,2021-01-30
CUS01757,Small Business,West,2022-02-09
CUS01758,Corporate,Central,2022-03-08
CUS01759,Consumer,North,2024-08-09
CUS01760,Corporate,East,2023-07-03
CUS01761,Consumer,East,2025-12-30
CUS01762,Corporate,Central,2023-09-14
CUS01763,Corporate,South,2025-07-07
CUS01764,Consumer,South,2023-10-06
CUS01765,Small Business,North,2022-10-16
CUS01766,Corporate,West,2024-07-28
CUS01767,Small Business,Central,2023-04-01
CUS01768,Corporate,North,2022-05-17
CUS01769,Consumer,South,2023-05-14
CUS01770,Consumer,South,2024-04-28
CUS01771,Small Business,Central,2022-11-17
CUS01772,Consumer,East,2024-07-08
CUS01773,Consumer,South,2025-11-25
CUS01774,Consumer,South,2023-01-21
CUS01775,Consumer,East,2022-06-23
CUS01776,Consumer,South,2023-01-04
CUS01777,Small Business,North,2025-03-10
CUS01778,Consumer,Central,2021-11-23
CUS01779,Small Business,East,2025-11-12
CUS01780,Small Business,South,2023-01-26
CUS01781,Consumer,West,2025-03-16
CUS01782,Consumer,West,2024-12-06
CUS01783,Consumer,North,2024-12-01
CUS01784,Corporate,North,2025-07-17
CUS01785,Small Business,North,2021-12-04
CUS01786,Consumer,West,2023-12-20
CUS01787,Consumer,West,2021-06-30
CUS01788,Consumer,West,2022-07-01
CUS01789,Consumer,West,2021-03-16
CUS01790,Corporate,East,2024-05-30
CUS01791,Small Business,East,2024-01-15
CUS01792,Consumer,West,2024-09-12
CUS01793,Small Business,South,2021-11-18
CUS01794,Consumer,Central,2022-08-30
CUS01795,Small Business,Central,2024-05-19
CUS01796,Consumer,Central,2025-02-17
CUS01797,Consumer,Central,2025-06-05
CUS01798,Corporate,South,2021-05-15
CUS01799,Consumer,North,2023-01-05
CUS01800,Consumer,East,2021-01-20
CUS01801,Corporate,West,2025-02-02
CUS01802,Consumer,West,2021-08-13
CUS01803,Consumer,South,2025-02-09
CUS01804,Consumer,South,2021-10-12
CUS01805,Consumer,East,2021-01-29
CUS01806,Consumer,Central,2025-05-24
CUS01807,Consumer,North,2023-03-12
CUS01808,Small Business,South,2023-02-15
CUS01809,Consumer,South,2024-03-26
CUS01810,Consumer,Central,2022-05-17
CUS01811,Small Business,East,2024-06-14
CUS01812,Consumer,North,2023-02-23
CUS01813,Small Business,South,2022-05-13
CUS01814,Consumer,North,2022-12-22
CUS01815,Corporate,East,2021-01-12
CUS01816,Consumer,Central,2022-07-05
CUS01817,Consumer,East,2023-12-16
CUS01818,Small Business,Central,2021-09-09
CUS01819,Consumer,West,2021-08-05
CUS01820,Consumer,Central,2024-04-12
CUS01821,Consumer,South,2023-02-21
CUS01822,Consumer,Central,2021-09-07
CUS01823,Consumer,South,2024-09-26
CUS01824,Consumer,East,2024-11-16
CUS01825,Consumer,West,2021-03-05
CUS01826,Consumer,South,2022-01-04
CUS01827,Consumer,South,2022-11-07
CUS01828,Consumer,North,2024-08-27
CUS01829,Consumer,North,2021-05-16
CUS01830,Consumer,East,2025-01-10
CUS01831,Consumer,Central,2022-08-06
CUS01832,Consumer,South,2021-08-17
CUS01833,Consumer,East,2025-04-25
CUS01834,Consumer,Central,2021-06-08
CUS01835,Consumer,West,2021-08-25
CUS01836,Consumer,North,2025-09-29
CUS01837,Consumer,East,2023-08-07
CUS01838,Consumer,North,2023-04-26
CUS01839,Small Business,South,2024-06-08
CUS01840,Consumer,South,2024-02-25
CUS01841,Consumer,West,2024-01-25
CUS01842,Consumer,North,2021-02-12
CUS01843,Consumer,South,2023-10-04
CUS01844,Consumer,South,2022-05-24
CUS01845,Consumer,South,2025-01-13
CUS01846,Consumer,West,2023-07-12
CUS01847,Consumer,South,2021-08-14
CUS01848,Small Business,South,2025-06-06
CUS01849,Corporate,East,2022-06-03
CUS01850,Consumer,West,2022-05-11
CUS01851,Consumer,North,2025-09-05
CUS01852,Small Business,Central,2024-11-15
CUS01853,Consumer,Central,2025-04-18
CUS01854,Small Business,West,2024-04-23
CUS01855,Consumer,East,2025-07-20
CUS01856,Corporate,West,2021-07-30
CUS01857,Corporate,East,2023-12-31
CUS01858,Consumer,South,2022-06-20
CUS01859,Consumer,South,2022-12-29
CUS01860,Consumer,North,2022-03-11
CUS01861,Consumer,Central,2022-01-10
CUS01862,Consumer,South,2023-03-19
CUS01863,Corporate,South,2025-08-03
CUS01864,Consumer,Central,2024-03-05
CUS01865,Consumer,East,2022-09-30
CUS01866,Small Business,West,2023-03-02
CUS01867,Consumer,South,2023-08-25
CUS01868,Consumer,South,2022-03-23
CUS01869,Corporate,West,2023-08-10
CUS01870,Consumer,East,2024-06-23
CUS01871,Consumer,North,2022-03-20
CUS01872,Consumer,Central,2023-12-03
CUS01873,Corporate,East,2024-07-16
CUS01874,Consumer,West,2023-08-06
CUS01875,Consumer,South,2022-06-17
CUS01876,Consumer,East,2023-10-09
CUS01877,Consumer,West,2024-12-18
CUS01878,Corporate,Central,2022-02-09
CUS01879,Consumer,South,2023-11-15
CUS01880,Corporate,West,2024-05-26
CUS01881,Consumer,Central,2022-08-10
CUS01882,Consumer,West,2022-12-09
CUS01883,Small Business,North,2025-06-11
CUS01884,Consumer,North,2022-10-26
CUS01885,Consumer,South,2023-12-28
CUS01886,Small Business,North,2021-10-01
CUS01887,Consumer,West,2025-08-17
CUS01888,Consumer,Central,2023-12-26
CUS01889,Corporate,East,2024-10-19
CUS01890,Consumer,East,2024-01-05
CUS01891,Consumer,West,2022-10-11
CUS01892,Consumer,East,2022-09-14
CUS01893,Consumer,East,2024-07-03
CUS01894,Consumer,East,2025-04-19
CUS01895,Consumer,South,2021-08-21
CUS01896,Consumer,North,2025-03-23
CUS01897,Consumer,East,2025-02-23
CUS01898,Consumer,Central,2021-07-19
CUS01899,Consumer,North,2021-07-17
CUS01900,Consumer,South,2024-06-22
CUS01901,Consumer,South,2025-03-19
CUS01902,Consumer,Central,2022-12-20
CUS01903,Consumer,East,2024-03-15
CUS01904,Small Business,East,2025-12-30
CUS01905,Consumer,West,2022-08-13
CUS01906,Consumer,South,2022-02-15
CUS01907,Small Business,West,2025-12-15
CUS01908,Consumer,North,2022-05-27
CUS01909,Consumer,North,2023-05-13
CUS01910,Consumer,Central,2023-03-18
CUS01911,Consumer,West,2023-08-13
CUS01912,Consumer,North,2022-05-06
CUS01913,Small Business,East,2024-05-24
CUS01914,Consumer,North,2024-06-16
CUS01915,Small Business,West,2022-01-02
CUS01916,Corporate,West,2023-05-28
CUS01917,Consumer,South,2021-04-15
CUS01918,Consumer,South,2022-02-08
CUS01919,Consumer,South,2025-12-07
CUS01920,Corporate,South,2023-07-14
CUS01921,Consumer,South,2024-02-11
CUS01922,Consumer,South,2025-06-11
CUS01923,Consumer,East,2024-07-26
CUS01924,Consumer,Central,2024-12-17
CUS01925,Consumer,West,2024-07-23
CUS01926,Consumer,South,2023-06-30
CUS01927,Consumer,Central,2024-02-29
CUS01928,Corporate,South,2022-06-11
CUS01929,Consumer,Central,2025-06-14
CUS01930,Consumer,South,2021-11-25
CUS01931,Consumer,East,2025-06-02
CUS01932,Consumer,South,2025-05-23
CUS01933,Consumer,West,2021-09-17
CUS01934,Consumer,South,2024-07-20
CUS01935,Consumer,Central,2025-12-12
CUS01936,Consumer,North,2023-11-11
CUS01937,Consumer,East,2022-09-14
CUS01938,Consumer,North,2025-05-24
CUS01939,Consumer,Central,2023-07-25
CUS01940,Consumer,East,2021-08-11
CUS01941,Consumer,West,2022-03-31
CUS01942,Consumer,Central,2024-05-30
CUS01943,Consumer,East,2023-04-12
CUS01944,Small Business,North,2022-01-31
CUS01945,Corporate,South,2024-12-29
CUS01946,Corporate,South,2021-08-09
CUS01947,Consumer,Central,2022-02-04
CUS01948,Consumer,Central,2023-04-30
CUS01949,Consumer,East,2021-03-14
CUS01950,Small Business,Central,2022-12-08
CUS01951,Small Business,South,2025-07-19
CUS01952,Small Business,West,2025-09-14
CUS01953,Small Business,South,2025-05-11
CUS01954,Consumer,South,2022-08-15
CUS01955,Small Business,South,2021-04-29
CUS01956,Small Business,East,2025-01-27
CUS01957,Consumer,South,2022-11-13
CUS01958,Corporate,South,2024-09-28
CUS01959,Consumer,South,2021-08-06
CUS01960,Corporate,North,2024-05-03
CUS01961,Small Business,Central,2023-12-07
CUS01962,Consumer,South,2025-08-07
CUS01963,Consumer,North,2021-07-06
CUS01964,Consumer,East,2023-01-15
CUS01965,Small Business,Central,2025-12-12
CUS01966,Small Business,South,2022-12-13
CUS01967,Consumer,Central,2024-04-15
CUS01968,Small Business,West,2021-10-21
CUS01969,Consumer,West,2024-08-22
CUS01970,Consumer,South,2022-05-19
CUS01971,Consumer,North,2023-11-11
CUS01972,Consumer,South,2025-05-25
CUS01973,Consumer,Central,2024-04-21
CUS01974,Consumer,West,2023-05-16
CUS01975,Consumer,West,2021-12-13
CUS01976,Consumer,Central,2022-09-15
CUS01977,Small Business,South,2025-03-30
CUS01978,Consumer,South,2022-01-30
CUS01979,Small Business,Central,2024-04-12
CUS01980,Consumer,East,2023-06-05
CUS01981,Consumer,South,2022-08-09
CUS01982,Consumer,South,2024-07-31
CUS01983,Consumer,Central,2022-10-23
CUS01984,Consumer,North,2022-06-08
CUS01985,Consumer,North,2023-08-24
CUS01986,Consumer,West,2024-10-14
CUS01987,Consumer,North,2025-04-27
CUS01988,Consumer,North,2024-02-24
CUS01989,Consumer,Central,2024-04-23
CUS01990,Small Business,East,2024-12-08
CUS01991,Consumer,West,2022-05-07
CUS01992,Corporate,East,2022-04-03
CUS01993,Small Business,North,2023-06-03
CUS01994,Corporate,North,2024-02-26
CUS01995,Small Business,West,2024-03-24
CUS01996,Consumer,North,2021-10-08
CUS01997,Consumer,East,2024-11-25
CUS01998,Consumer,South,2022-10-26
CUS01999,Small Business,South,2025-05-21
CUS02000,Consumer,Central,2024-08-14
CUS02001,Consumer,West,2025-11-29
CUS02002,Corporate,West,2024-02-27
CUS02003,Consumer,South,2023-08-21
CUS02004,Consumer,South,2021-12-09
CUS02005,Small Business,West,2022-12-29
CUS02006,Consumer,North,2025-04-16
CUS02007,Consumer,South,2022-11-29
CUS02008,Small Business,West,2021-04-08
CUS02009,Consumer,West,2022-03-24
CUS02010,Consumer,North,2023-12-23
CUS02011,Consumer,West,2024-02-23
CUS02012,Consumer,East,2025-12-01
CUS02013,Consumer,South,2025-09-01
CUS02014,Corporate,West,2023-08-28
CUS02015,Small Business,Central,2023-10-09
CUS02016,Consumer,East,2025-01-01
CUS02017,Consumer,South,2021-03-30
CUS02018,Consumer,South,2023-12-23
CUS02019,Consumer,East,2023-05-16
CUS02020,Consumer,North,2024-11-30
CUS02021,Consumer,East,2024-12-31
CUS02022,Consumer,North,2024-04-11
CUS02023,Corporate,North,2024-04-14
CUS02024,Consumer,East,2024-06-15
CUS02025,Small Business,West,2023-11-25
CUS02026,Consumer,Central,2022-02-20
CUS02027,Corporate,North,2022-06-04
CUS02028,Consumer,South,2024-09-15
CUS02029,Consumer,East,2024-02-03
CUS02030,Corporate,East,2022-03-11
CUS02031,Corporate,Central,2025-05-22
CUS02032,Consumer,West,2025-11-25
CUS02033,Consumer,East,2024-02-17
CUS02034,Consumer,North,2022-02-20
CUS02035,Consumer,North,2025-09-09
CUS02036,Consumer,North,2022-03-08
CUS02037,Small Business,West,2023-03-01
CUS02038,Consumer,South,2025-04-17
CUS02039,Consumer,South,2023-08-09
CUS02040,Consumer,West,2022-03-20
CUS02041,Consumer,Central,2021-05-27
CUS02042,Consumer,East,2022-10-21
CUS02043,Consumer,Central,2024-05-11
CUS02044,Consumer,West,2024-07-28
CUS02045,Consumer,West,2022-02-11
CUS02046,Corporate,Central,2021-10-17
CUS02047,Small Business,North,2024-07-04
CUS02048,Small Business,West,2021-10-18
CUS02049,Consumer,Central,2021-04-28
CUS02050,Consumer,Central,2023-06-07
CUS02051,Consumer,East,2023-11-08
CUS02052,Consumer,West,2022-03-21
CUS02053,Consumer,Central,2022-01-21
CUS02054,Consumer,Central,2022-03-07
CUS02055,Consumer,Central,2022-09-18
CUS02056,Consumer,Central,2021-01-17
CUS02057,Consumer,South,2021-01-22
CUS02058,Consumer,West,2022-11-08
CUS02059,Consumer,East,2021-02-06
CUS02060,Consumer,Central,2022-08-04
CUS02061,Consumer,Central,2023-11-27
CUS02062,Consumer,Central,2021-02-26
CUS02063,Consumer,East,2024-02-02
CUS02064,Small Business,East,2024-02-08
CUS02065,Consumer,North,2023-11-13
CUS02066,Consumer,West,2024-02-18
CUS02067,Corporate,East,2025-01-16
CUS02068,Consumer,East,2021-05-10
CUS02069,Small Business,West,2021-11-05
CUS02070,Small Business,Central,2022-08-02
CUS02071,Consumer,North,2024-06-09
CUS02072,Consumer,East,2025-05-12
CUS02073,Consumer,West,2025-08-04
CUS02074,Corporate,Central,2023-11-29
